Loan Status,Current Loan Amount,Term,Credit Score,Years in current job,Home Ownership,Annual Income,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
Fully Paid,99999999,Short Term,742,10,Mortgage,82782,DebtConsolidation,800.23,19.9,66,31,0,34332,74312,0,0
Fully Paid,99999999,Long Term,703,10,Mortgage,53167,DebtConsolidation,925.99,14.8,34,9,0,7308,22279,0,0
Fully Paid,99999999,Short Term,747,10,Mortgage,54291,DebtConsolidation,374.15,12.4,32,4,1,3399,5429,0,0
Fully Paid,99999999,Short Term,750,1,Rent,38025,DebtConsolidation,201.53,18,NA,18,0,6723,39087,0,0
Fully Paid,99999999,Short Term,727,10,Rent,65423,DebtConsolidation,1046.76,16,NA,11,0,28340,30506,0,0
Fully Paid,99999999,Short Term,746,3,Mortgage,86615,DebtConsolidation,909.46,18.5,28,9,0,7319,9878,0,0
Fully Paid,99999999,Short Term,722,2,Rent,23618,DebtConsolidation,436.94,8.7,NA,8,0,9150,20890,0,0
Fully Paid,99999999,Short Term,698,10,Mortgage,69062,DebtConsolidation,886.29,14.2,21,9,0,9507,11737,0,0
Fully Paid,99999999,Short Term,749,2,Mortgage,134501,DebtConsolidation,1210.5,15.4,NA,10,0,16315,37335,0,0
Fully Paid,99999999,Short Term,742,0.5,Own Home,41961,DebtConsolidation,835.72,20.8,NA,15,0,28920,43424,0,0
Fully Paid,99999999,Short Term,734,6,Rent,40212,DebtConsolidation,536.16,15,46,8,0,9581,13865,0,0
Fully Paid,99999999,Short Term,741,1,Mortgage,74190,DebtConsolidation,530.46,20.2,19,8,0,6776,9892,0,0
Fully Paid,99999999,Short Term,723,10,Own Home,22466,HomeImprovements,247.13,24.4,NA,3,0,6987,7815,0,0
Fully Paid,99999999,Short Term,748,10,Mortgage,93444,DebtConsolidation,879.93,16.9,NA,6,0,35863,43261,0,0
Fully Paid,99999999,Short Term,698,0.5,Mortgage,49709,DebtConsolidation,907.2,22.4,80,11,0,25472,28239,0,0
Fully Paid,99999999,Short Term,739,10,Mortgage,131872,DebtConsolidation,560.46,23.7,12,9,0,4254,8119,0,0
Fully Paid,99999999,Long Term,661,1,Own Home,35249,DebtConsolidation,743.16,22.6,8,11,0,13588,41553,0,0
Fully Paid,99999999,Short Term,734,10,Mortgage,114673,DebtConsolidation,2186.42,25,38,9,1,16379,29780,1,0
Fully Paid,99999999,Short Term,739,3,Rent,78160,Other,677.38,9.5,NA,8,0,11011,14940,0,0
Fully Paid,99999999,Long Term,725,5,Mortgage,52281,Other,264.45,19.1,NA,5,0,3306,6830,0,0
Fully Paid,99999999,Short Term,733,2,Rent,30093,DebtConsolidation,397.23,10.8,28,9,0,10654,12534,0,0
Fully Paid,99999999,Long Term,702,1,Rent,50960,DebtConsolidation,912.18,17,NA,23,0,11111,46297,0,0
Fully Paid,99999999,Short Term,747,1,Mortgage,122760,DebtConsolidation,2946.24,21.7,NA,16,0,110614,126706,0,0
Fully Paid,99999999,Short Term,738,4,Rent,54254,DebtConsolidation,474.73,23.6,63,8,0,4887,8837,0,0
Fully Paid,99999999,Long Term,692,1,Own Home,95281,HomeImprovements,1889.73,26.7,NA,14,1,7527,26505,1,0
Fully Paid,99999999,Short Term,735,8,Mortgage,80032,DebtConsolidation,1072.43,17.8,NA,4,0,636,900,0,0
Fully Paid,99999999,Short Term,730,3,Own Home,37715,DebtConsolidation,587.72,11.1,34,20,0,4485,10193,0,0
Fully Paid,99999999,Long Term,611,4,Own Home,53341,DebtConsolidation,1297.97,24.2,NA,13,0,13693,38572,0,0
Fully Paid,99999999,Short Term,729,8,Rent,50583,DebtConsolidation,1201.34,17.9,43,17,0,19317,45884,0,0
Fully Paid,99999999,Short Term,744,6,Mortgage,55905,DebtConsolidation,889.81,13.4,62,14,0,18660,49894,0,0
Fully Paid,99999999,Long Term,717,4,Mortgage,69027,DebtConsolidation,1622.13,15,NA,20,0,20159,32049,0,0
Fully Paid,99999999,Short Term,709,3,Rent,48845,DebtConsolidation,1176.35,16.5,NA,18,0,12510,16310,0,0
Fully Paid,99999999,Short Term,741,10,Rent,63091,DebtConsolidation,972.66,18.6,NA,19,0,17550,35312,0,0
Fully Paid,99999999,Short Term,722,10,Mortgage,86139,DebtConsolidation,1119.81,18.5,38,14,1,9682,21186,1,0
Fully Paid,99999999,Long Term,704,3,Mortgage,53535,DebtConsolidation,785.18,13.4,NA,11,0,12393,27298,0,0
Fully Paid,99999999,Short Term,694,7,Mortgage,51319,DebtConsolidation,731.29,27,14,6,0,27767,35921,0,0
Fully Paid,99999999,Short Term,732,1,Mortgage,52769,DebtConsolidation,883.88,16.3,NA,20,0,33028,99184,0,0
Fully Paid,99999999,Short Term,741,5,Rent,48745,DebtConsolidation,625.56,14,NA,5,2,3637,13421,0,0
Fully Paid,99999999,Short Term,674,10,Own Home,38150,DebtConsolidation,699.41,12.9,45,14,0,6853,15062,0,0
Fully Paid,99999999,Long Term,725,10,Mortgage,37762,DebtConsolidation,956.64,21.7,NA,18,0,29254,56259,0,0
Fully Paid,99999999,Short Term,724,9,Rent,34195,DebtConsolidation,584.17,12,NA,4,0,7246,14669,0,0
Fully Paid,99999999,Long Term,714,9,Mortgage,125568,DebtConsolidation,1705.64,13.8,NA,17,0,33561,62498,0,0
Fully Paid,99999999,Short Term,745,0.5,Rent,49770,DebtConsolidation,825.36,17.5,6,10,0,17045,23285,0,0
Fully Paid,99999999,Short Term,668,10,Mortgage,26420,HomeImprovements,488.76,15,40,14,0,4545,8512,0,0
Fully Paid,99999999,Short Term,697,2,Rent,29772,DebtConsolidation,449.06,8,NA,7,0,4244,6152,0,0
Fully Paid,99999999,Short Term,747,3,Rent,19052,Other,15.24,11.9,NA,4,0,101,8407,0,0
Fully Paid,99999999,Short Term,745,5,Mortgage,104127,HomeImprovements,1067.3,16,51,17,0,3996,22832,0,0
Fully Paid,99999999,Short Term,713,1,Rent,43997,DebtConsolidation,791.94,12.2,68,13,0,23063,29606,0,0
Fully Paid,99999999,Long Term,730,10,Mortgage,52905,DebtConsolidation,1595.96,26.2,NA,24,0,27112,42495,0,0
Fully Paid,99999999,Short Term,737,10,Rent,40605,DebtConsolidation,416.2,15.1,NA,9,0,17588,31463,0,0
Fully Paid,99999999,Short Term,730,10,Mortgage,54505,DebtConsolidation,576.84,11.6,NA,9,0,17656,18127,0,0
Fully Paid,99999999,Short Term,746,1,Rent,99340,DebtConsolidation,2268.26,18.9,NA,13,0,9777,29718,0,0
Fully Paid,99999999,Long Term,741,5,Mortgage,104500,CarPurchase,176.78,22.4,80,8,0,1991,86555,0,0
Fully Paid,99999999,Long Term,745,10,Mortgage,55328,DebtConsolidation,805.49,23,NA,7,0,12123,21533,0,0
Fully Paid,99999999,Short Term,737,2,Rent,62465,DebtConsolidation,211.86,15.4,54,9,0,6415,13392,0,0
Fully Paid,99999999,Long Term,730,10,Mortgage,70208,DebtConsolidation,905.68,30.7,2,7,0,2804,24598,0,0
Fully Paid,99999999,Long Term,732,3,Rent,50255,DebtConsolidation,571.66,21.5,NA,13,0,14842,27384,0,0
Fully Paid,99999999,Short Term,748,10,Rent,48755,DebtConsolidation,877.59,14.5,37,23,0,668,18554,0,0
Fully Paid,99999999,Short Term,739,7,Own Home,40656,DebtConsolidation,752.13,32.1,NA,13,0,13708,24134,0,0
Fully Paid,99999999,Long Term,617,10,Mortgage,743053,DebtConsolidation,3343.74,22.5,55,18,0,64458,91690,0,0
Fully Paid,99999999,Long Term,707,8,Rent,40728,DebtConsolidation,814.56,15.6,NA,9,0,13156,13849,0,0
Fully Paid,99999999,Short Term,736,9,Rent,31267,DebtConsolidation,708.72,8,70,8,0,10301,15443,0,0
Fully Paid,99999999,Long Term,686,2,Mortgage,70847,DebtConsolidation,1287.06,8.5,NA,10,0,7795,15285,0,0
Fully Paid,99999999,Short Term,732,8,Rent,42878,DebtConsolidation,543.12,12.5,NA,5,0,18638,22267,0,0
Fully Paid,99999999,Short Term,728,10,Rent,52125,MedicalBills,1394.34,26.7,62,21,0,30848,43880,0,0
Fully Paid,99999999,Long Term,706,10,Mortgage,78904,DebtConsolidation,185.42,13.2,7,12,1,3218,12522,1,0
Fully Paid,99999999,Long Term,734,4,Rent,59788,DebtConsolidation,722.45,27,NA,4,1,12271,14105,1,0
Fully Paid,99999999,Short Term,748,2,Mortgage,152832,Other,1067.27,19.7,NA,22,1,7973,22846,0,0
Fully Paid,99999999,Short Term,734,2,Rent,41156,DebtConsolidation,572.75,16,NA,10,0,2960,3615,0,0
Fully Paid,99999999,Short Term,749,9,Mortgage,103709,DebtConsolidation,1374.14,18.6,NA,8,0,9602,28076,0,0
Fully Paid,99999999,Short Term,731,6,Own Home,45641,DebtConsolidation,1007.9,23.4,76,12,2,7988,17672,2,0
Fully Paid,99999999,Long Term,660,10,Mortgage,67708,DebtConsolidation,1376.72,24.2,NA,9,0,23329,29272,0,0
Fully Paid,99999999,Long Term,601,6,Rent,57658,DebtConsolidation,1028.23,9.6,22,28,0,7203,14523,0,0
Fully Paid,99999999,Short Term,731,9,Mortgage,114391,DebtConsolidation,752.12,16.1,25,22,1,12271,37756,0,1
Fully Paid,99999999,Short Term,700,1,Rent,79224,DebtConsolidation,1168.55,27.2,57,13,1,9538,25033,1,0
Fully Paid,99999999,Short Term,739,10,Mortgage,63965,HomeImprovements,911.5,18.8,16,7,0,3915,8438,0,0
Fully Paid,99999999,Long Term,722,10,Rent,57913,DebtConsolidation,1201.69,17,38,16,0,15745,35381,0,0
Fully Paid,99999999,Short Term,742,8,Mortgage,39548,DebtConsolidation,718.46,35,NA,11,0,16231,53747,0,0
Fully Paid,99999999,Short Term,715,1,Rent,60216,Other,1114,19.5,NA,17,0,9554,12538,0,0
Fully Paid,99999999,Short Term,722,3,Rent,84779,Vacation,458.52,9,NA,6,0,11656,20889,0,0
Fully Paid,99999999,Short Term,649,5,Mortgage,87058,DebtConsolidation,2205.48,21.4,NA,45,0,16502,30786,0,0
Fully Paid,99999999,Short Term,732,1,Rent,29361,DebtConsolidation,459.99,10.9,19,7,0,7683,10671,0,0
Fully Paid,99999999,Short Term,745,1,Mortgage,83547,DebtConsolidation,1322.82,15.8,NA,20,0,41580,62620,0,0
Fully Paid,99999999,Long Term,673,10,Mortgage,91364,DebtConsolidation,2893.19,45.2,61,20,0,18646,71442,0,0
Fully Paid,99999999,Short Term,721,3,Mortgage,39188,DebtConsolidation,744.57,24,NA,9,1,8189,9749,1,0
Fully Paid,99999999,Short Term,740,10,Mortgage,100080,HomeImprovements,2018.28,19.4,13,13,0,13097,14008,0,0
Fully Paid,99999999,Short Term,740,8,Mortgage,45041,DebtConsolidation,1084.73,16.2,14,15,0,11549,23007,0,0
Fully Paid,99999999,Short Term,742,7,Mortgage,78680,DebtConsolidation,1312.65,16.5,53,14,0,27846,66777,0,0
Fully Paid,99999999,Short Term,698,3,Rent,44096,DebtConsolidation,1117.09,7.3,NA,19,0,11862,18419,0,0
Fully Paid,99999999,Short Term,743,1,Rent,88002,DebtConsolidation,1437.37,12.3,NA,19,0,43235,60050,0,0
Fully Paid,99999999,Short Term,742,10,Mortgage,73500,HomeImprovements,1078,18.6,24,5,0,4297,4997,0,0
Fully Paid,99999999,Long Term,704,3,Rent,59544,DebtConsolidation,1538.22,16.6,56,12,0,44504,60965,0,0
Fully Paid,99999999,Long Term,729,10,Rent,80098,DebtConsolidation,807.65,15.2,NA,2,0,6393,8207,0,0
Fully Paid,99999999,Short Term,731,5,Mortgage,63333,DebtConsolidation,1572.77,13,NA,17,0,4728,10123,0,0
Fully Paid,99999999,Long Term,732,4,Mortgage,49025,MedicalBills,584.21,17.3,NA,12,0,62,10295,0,0
Fully Paid,99999999,Short Term,728,3,Rent,67677,DebtConsolidation,201.9,5.7,NA,9,0,9567,64639,0,0
Fully Paid,99999999,Short Term,707,10,Rent,45747,DebtConsolidation,789.14,16,NA,7,0,12422,14327,0,0
Fully Paid,99999999,Short Term,746,10,Own Home,118146,DebtConsolidation,1181.46,21.8,33,10,0,11844,16202,0,0
Fully Paid,99999999,Short Term,748,10,Mortgage,88128,DebtConsolidation,998.78,30.9,NA,10,0,14792,27752,0,0
Fully Paid,99999999,Long Term,696,10,Own Home,64857,DebtConsolidation,1237.69,17.3,NA,9,0,33695,49770,0,0
Fully Paid,99999999,Short Term,744,5,Mortgage,205800,Other,2349.55,21.6,51,19,0,3209,18991,0,0
Fully Paid,99999999,Short Term,722,6,Mortgage,25428,Other,701.37,11.9,55,24,0,6685,25134,0,0
Fully Paid,99999999,Short Term,742,3,Mortgage,100310,DebtConsolidation,743.13,14,NA,7,0,9346,11538,0,0
Fully Paid,99999999,Short Term,718,1,Rent,60816,BusinessLoan,359.32,10.6,NA,10,0,12889,32466,0,0
Fully Paid,99999999,Short Term,663,6,Mortgage,74063,DebtConsolidation,1382.5,12.5,NA,11,0,15031,16682,0,0
Fully Paid,99999999,Short Term,739,0.5,Mortgage,34292,DebtConsolidation,497.24,37,73,7,0,9283,27065,0,0
Fully Paid,99999999,Short Term,742,8,Mortgage,113528,DebtConsolidation,773.89,25.7,18,8,0,10229,10568,0,0
Fully Paid,99999999,Long Term,741,8,Mortgage,109033,BusinessLoan,403.42,14.3,NA,9,0,9387,17005,0,0
Fully Paid,99999999,Short Term,751,10,Mortgage,45927,DebtConsolidation,773.1,29.1,NA,8,0,3045,20303,0,0
Fully Paid,99999999,Short Term,746,5,Rent,67472,DebtConsolidation,1006.45,12.6,NA,8,0,7718,19740,0,0
Fully Paid,99999999,Short Term,679,1,Rent,15646,Other,222.96,21.8,NA,11,0,2913,36876,0,0
Fully Paid,99999999,Short Term,733,0.5,Mortgage,69006,Other,1454.87,20.8,77,10,0,11097,25928,0,0
Fully Paid,99999999,Short Term,737,10,Own Home,39692,DebtConsolidation,400.22,13.6,NA,16,1,7467,20127,1,0
Fully Paid,99999999,Short Term,746,10,Mortgage,127920,DebtConsolidation,2249.26,21.5,NA,15,0,22698,26180,0,0
Fully Paid,99999999,Long Term,745,10,Rent,90926,DebtConsolidation,939.57,13.3,26,12,0,13718,33956,0,0
Fully Paid,99999999,Long Term,703,8,Rent,122588,DebtConsolidation,2666.28,19,53,23,1,22791,42442,1,0
Fully Paid,99999999,Long Term,718,0.5,Mortgage,49660,DebtConsolidation,1336.68,26.8,NA,15,0,11514,75751,0,0
Fully Paid,99999999,Short Term,740,10,Mortgage,86853,DebtConsolidation,607.97,21.5,31,10,1,17039,22390,1,0
Fully Paid,99999999,Short Term,739,5,Mortgage,122016,DebtConsolidation,1012.73,18.3,53,13,0,29306,34682,0,0
Fully Paid,99999999,Long Term,689,10,Mortgage,96910,DebtConsolidation,1639.38,21,NA,13,0,16479,40290,0,0
Fully Paid,99999999,Short Term,701,0.5,Rent,29189,MedicalBills,647.01,14.6,15,7,1,5464,9654,1,0
Fully Paid,99999999,Short Term,736,5,Mortgage,89064,DebtConsolidation,1246.9,23.9,14,18,0,28031,63420,0,0
Fully Paid,99999999,Long Term,728,1,Mortgage,82851,DebtConsolidation,378.35,14.5,NA,10,1,8434,16157,1,0
Fully Paid,99999999,Long Term,741,10,Mortgage,60516,HomeImprovements,1461.46,26,NA,11,0,23614,51448,0,0
Fully Paid,99999999,Long Term,732,10,Mortgage,224710,DebtConsolidation,2958.68,21,43,19,0,14311,41968,0,0
Fully Paid,99999999,Short Term,739,10,Rent,68135,DebtConsolidation,1232.1,14.3,NA,19,1,13284,27054,1,0
Fully Paid,99999999,Long Term,730,6,Mortgage,79739,DebtConsolidation,1368.86,27,NA,14,0,33329,97453,0,0
Fully Paid,99999999,Short Term,741,1,Mortgage,49940,HomePurchase,326.69,20.1,NA,6,0,10473,13376,0,0
Fully Paid,99999999,Long Term,702,1,Rent,93623,HomePurchase,104.54,17.2,15,9,0,1953,39065,0,0
Fully Paid,99999999,Long Term,725,5,Rent,29517,DebtConsolidation,410.78,20,62,8,0,8278,36627,0,0
Fully Paid,99999999,Short Term,743,0.5,Mortgage,65878,DebtConsolidation,458.4,30,NA,7,0,18908,30301,0,0
Fully Paid,99999999,Short Term,745,2,Mortgage,69706,DebtConsolidation,494.91,18.6,NA,9,0,8610,15347,0,0
Fully Paid,99999999,Short Term,748,5,Rent,28126,DebtConsolidation,210.01,18.7,NA,8,0,11511,37012,0,0
Fully Paid,99999999,Long Term,659,3,Mortgage,69293,BusinessLoan,1478.25,14.5,13,17,0,7122,13966,0,0
Fully Paid,99999999,Long Term,743,10,Mortgage,70011,HomeImprovements,688.44,25.3,NA,13,0,13018,24196,0,0
Fully Paid,99999999,Short Term,735,5,Mortgage,41303,DebtConsolidation,505.97,9,NA,9,0,7455,30678,0,0
Fully Paid,99999999,Short Term,747,8,Rent,114471,DebtConsolidation,1030.24,26.6,NA,11,0,16727,44605,0,0
Fully Paid,99999999,Short Term,720,1,Rent,57054,DebtConsolidation,1136.33,16.1,NA,19,0,14183,20919,0,0
Fully Paid,99999999,Long Term,706,3,Mortgage,38807,DebtConsolidation,572.4,13.5,NA,23,0,20445,65113,0,0
Fully Paid,99999999,Short Term,739,5,Own Home,84412,DebtConsolidation,1034.04,23.8,NA,7,0,8196,37255,0,0
Fully Paid,99999999,Short Term,749,6,Mortgage,76568,HomeImprovements,261.61,11.1,82,15,0,11598,48126,0,0
Fully Paid,99999999,Short Term,735,10,Mortgage,55033,HomeImprovements,227.02,25.5,NA,9,1,4171,24533,1,0
Fully Paid,99999999,Short Term,740,3,Rent,102370,MedicalBills,1160.19,15.2,NA,20,1,4994,44988,1,0
Fully Paid,99999999,Short Term,746,1,Mortgage,115603,DebtConsolidation,1355.45,26.5,NA,7,0,33648,41034,0,0
Fully Paid,99999999,Short Term,747,6,Mortgage,63119,DebtConsolidation,634.35,19.7,NA,7,0,10366,18576,0,0
Fully Paid,99999999,Short Term,743,1,Rent,45140,DebtConsolidation,183.57,19.7,0,6,0,12464,13231,NA,0
Fully Paid,99999999,Short Term,742,10,Mortgage,152419,DebtConsolidation,1587.69,23.8,59,13,0,14139,28973,0,0
Fully Paid,99999999,Long Term,746,6,Mortgage,162336,HomeImprovements,1301.4,22.8,NA,7,0,4713,21920,0,0
Fully Paid,99999999,Short Term,740,6,Rent,43029,DebtConsolidation,199.01,8.8,NA,8,0,8210,12710,0,0
Fully Paid,99999999,Short Term,698,4,Mortgage,69734,HomeImprovements,651.44,10.5,NA,10,0,19670,35188,0,0
Fully Paid,99999999,Short Term,686,7,Rent,122592,DebtConsolidation,1103.33,15.4,14,16,0,19113,30828,0,0
Fully Paid,99999999,Short Term,720,3,Rent,29586,DebtConsolidation,305.72,26.5,74,8,0,3011,16275,0,0
Fully Paid,99999999,Short Term,736,8,Rent,36033,DebtConsolidation,194.88,19.6,NA,3,0,7476,10727,0,0
Fully Paid,99999999,Short Term,714,2,Rent,34762,Other,498.26,12.8,NA,5,0,1907,3973,0,0
Fully Paid,99999999,Short Term,720,7,Mortgage,73425,DebtConsolidation,1327.77,19.1,NA,20,0,25531,45920,0,0
Fully Paid,99999999,Short Term,743,4,Mortgage,59706,DebtConsolidation,592.08,12.9,70,15,0,9589,18404,0,0
Fully Paid,99999999,Short Term,674,10,Rent,104664,DebtConsolidation,2180.5,41,31,17,0,24156,29245,0,0
Fully Paid,99999999,Short Term,717,1,Rent,31626,DebtConsolidation,440.12,14.5,14,10,0,5075,13753,0,0
Fully Paid,99999999,Long Term,737,10,Rent,44798,DebtConsolidation,309.48,14.3,NA,3,0,9857,13844,0,0
Fully Paid,99999999,Long Term,718,10,Mortgage,118764,DebtConsolidation,3117.56,26.4,NA,12,0,39023,53456,0,0
Fully Paid,99999999,Short Term,730,3,Mortgage,187587,DebtConsolidation,3501.63,24.8,NA,11,0,23967,36872,0,0
Fully Paid,99999999,Long Term,729,10,Mortgage,117216,DebtConsolidation,480.59,33,29,10,0,12719,24696,0,0
Fully Paid,99999999,Long Term,739,10,Rent,80808,Other,882.15,17.5,NA,19,0,17813,50895,0,0
Fully Paid,99999999,Short Term,704,10,Rent,52168,DebtConsolidation,830.34,13.9,NA,8,0,7498,14282,0,0
Fully Paid,99999999,Short Term,739,4,Rent,82765,DebtConsolidation,737.99,50.4,55,11,3,10769,21283,1,0
Fully Paid,99999999,Short Term,745,4,Rent,64753,DebtConsolidation,261.17,21.5,26,4,2,11074,12952,0,0
Fully Paid,99999999,Long Term,719,5,Mortgage,112442,DebtConsolidation,1124.42,15.4,70,8,1,23210,35763,0,1
Fully Paid,99999999,Short Term,737,10,Mortgage,71620,HomeImprovements,300.21,22.5,16,9,0,2231,5794,0,0
Fully Paid,99999999,Short Term,718,1,Rent,74528,HomeImprovements,211.79,7.7,NA,14,0,7350,38085,0,0
Fully Paid,99999999,Long Term,710,1,Mortgage,85831,HomeImprovements,1559.27,16.2,NA,15,0,21968,49814,0,0
Fully Paid,99999999,Short Term,696,3,Mortgage,29256,Other,526.61,10.6,NA,5,1,1667,5847,1,0
Fully Paid,99999999,Short Term,748,10,Mortgage,64052,DebtConsolidation,571.13,22.4,NA,12,0,17133,37656,0,0
Fully Paid,99999999,Long Term,640,10,Mortgage,83241,DebtConsolidation,1685.62,14.8,27,9,0,27090,30167,0,0
Fully Paid,99999999,Short Term,745,8,Rent,84419,DebtConsolidation,543.8,17.3,NA,13,0,13845,33934,0,0
Fully Paid,99999999,Short Term,688,3,Mortgage,51017,Other,697.24,12.7,NA,9,2,7353,19714,2,0
Fully Paid,99999999,Short Term,740,1,Mortgage,83841,DebtConsolidation,600.86,14.8,NA,5,0,3404,4033,0,0
Fully Paid,99999999,Short Term,717,0.5,Mortgage,51428,DebtConsolidation,1289.98,43.4,NA,14,1,6467,11150,1,0
Fully Paid,99999999,Short Term,688,10,Rent,62496,DebtConsolidation,1140.55,25.5,32,17,0,25057,35693,0,0
Fully Paid,99999999,Short Term,743,2,Rent,146798,DebtConsolidation,753.56,21.5,NA,4,0,3270,7694,0,0
Fully Paid,99999999,Long Term,726,5,Mortgage,72332,DebtConsolidation,940.32,14.6,NA,13,0,11549,36665,0,0
Fully Paid,99999999,Short Term,747,5,Own Home,32704,DebtConsolidation,711.31,14.1,NA,10,0,7901,17365,0,0
Fully Paid,99999999,Short Term,747,10,Mortgage,40289,DebtConsolidation,607.69,23,14,8,0,6329,24627,0,0
Fully Paid,99999999,Short Term,725,3,Rent,39156,DebtConsolidation,250.6,6.3,NA,3,0,10341,14185,0,0
Fully Paid,99999999,Short Term,748,5,Rent,47502,HomePurchase,773.09,26.5,NA,6,0,167,11125,0,0
Fully Paid,99999999,Short Term,750,3,Mortgage,342020,DebtConsolidation,1467.83,25.1,NA,14,0,6388,39190,0,0
Fully Paid,99999999,Short Term,732,10,Rent,68099,DebtConsolidation,188.98,16.6,NA,5,0,4226,5590,0,0
Fully Paid,99999999,Short Term,704,1,Mortgage,65076,MedicalBills,1648.59,14.6,NA,17,0,14340,22096,0,0
Fully Paid,99999999,Short Term,751,10,Mortgage,111089,DebtConsolidation,2990.14,39.2,NA,11,0,34666,53006,0,0
Fully Paid,99999999,Short Term,695,6,Rent,11175,DebtConsolidation,269.13,7.7,NA,23,0,4138,23116,0,0
Fully Paid,99999999,Short Term,744,2,Mortgage,82009,DebtConsolidation,1995.56,22.1,9,18,0,17931,33705,0,0
Fully Paid,99999999,Short Term,733,7,Rent,66626,DebtConsolidation,520.24,21.1,NA,12,1,4420,15085,1,0
Fully Paid,99999999,Short Term,708,0.5,Mortgage,36616,DebtConsolidation,637.73,29.9,NA,10,0,11912,15350,0,0
Fully Paid,99999999,Short Term,742,5,Mortgage,43297,Other,642.23,21.6,7,11,0,3205,17513,0,0
Fully Paid,99999999,Short Term,738,1,Rent,53724,DebtConsolidation,483.52,14,NA,9,0,8858,22539,0,0
Fully Paid,99999999,Short Term,742,3,Mortgage,40580,DebtConsolidation,865.7,19.7,31,10,0,4955,22219,0,0
Fully Paid,99999999,Short Term,716,6,Rent,40816,DebtConsolidation,322.45,19.8,38,9,0,2983,10503,NA,0
Fully Paid,99999999,Long Term,708,6,Rent,97870,DebtConsolidation,1410.96,13.9,NA,15,0,30926,46366,0,0
Fully Paid,99999999,Short Term,719,10,Rent,68333,DebtConsolidation,272.19,14.8,NA,7,0,7415,7748,0,0
Fully Paid,99999999,Short Term,653,2,Rent,58139,DebtConsolidation,402.13,11.7,NA,8,0,13735,14833,0,0
Fully Paid,99999999,Short Term,679,7,Mortgage,50619,DebtConsolidation,615.86,16.9,25,15,0,2052,3321,0,0
Fully Paid,99999999,Long Term,713,10,Mortgage,53605,DebtConsolidation,1027.42,22.8,27,17,0,11956,19409,0,0
Fully Paid,99999999,Short Term,746,3,Rent,59975,DebtConsolidation,1279.47,16.3,15,10,0,9759,31481,0,0
Fully Paid,99999999,Short Term,741,2,Rent,187321,DebtConsolidation,2856.65,23.6,11,10,0,22498,23171,0,0
Fully Paid,99999999,Short Term,713,1,Rent,27025,Other,115.53,17.7,56,6,0,3953,5631,0,0
Fully Paid,99999999,Short Term,710,10,Rent,100844,DebtConsolidation,1310.98,25.4,33,23,0,22904,33983,0,0
Fully Paid,99999999,Short Term,711,3,Mortgage,79304,DebtConsolidation,1123.47,15.6,13,6,0,16011,19915,0,0
Fully Paid,99999999,Short Term,746,10,Mortgage,87108,DebtConsolidation,1676.83,20.7,NA,16,0,38825,100582,0,0
Fully Paid,99999999,Long Term,659,3,Rent,65568,MajorPurchase,20.77,22.4,58,5,0,0,0,0,0
Fully Paid,99999999,Short Term,713,10,Rent,39576,Other,679.39,23.8,78,13,0,19634,37976,0,0
Fully Paid,99999999,Short Term,750,10,Mortgage,125825,DebtConsolidation,1142.91,36.1,NA,13,0,9641,25173,0,0
