Current Loan Amount,Credit Score,Years in current job,Annual Income,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Loan Status,
0,718,1,60816,359.32,10.6,34.68289787,10,0,12889,32466,0,0,Fully Paid,
0,663,6,74063,1382.5,12.5,31.22680935,11,0,15031,16682,0,0,Fully Paid,
0,739,0.5,34292,497.24,37,73,7,0,9283,27065,0,0,Fully Paid,
0,742,8,113528,773.89,25.7,18,8,0,10229,10568,0,0,Fully Paid,
0,741,8,109033,403.42,14.3,32.97758369,9,0,9387,17005,0,0,Fully Paid,
0,751,10,45927,773.1,29.1,36.0421969,8,0,3045,20303,0,0,Fully Paid,
0,746,5,67472,1006.45,12.6,36.97592981,8,0,7718,19740,0,0,Fully Paid,
0,679,1,15646,222.96,21.8,32.52908073,11,0,2913,36876,0,0,Fully Paid,
0,733,0.5,69006,1454.87,20.8,77,10,0,11097,25928,0,0,Fully Paid,
0,737,10,39692,400.22,13.6,43.69910637,16,1,7467,20127,1,0,Fully Paid,
0,746,10,127920,2249.26,21.5,33.39290991,15,0,22698,26180,0,0,Fully Paid,
0,745,10,90926,939.57,13.3,26,12,0,13718,33956,0,0,Fully Paid,
0,703,8,122588,2666.28,19,53,23,1,22791,42442,1,0,Fully Paid,
0,718,0.5,49660,1336.68,26.8,33.62156599,15,0,11514,75751,0,0,Fully Paid,
0,740,10,86853,607.97,21.5,31,10,1,17039,22390,1,0,Fully Paid,
0,739,5,122016,1012.73,18.3,53,13,0,29306,34682,0,0,Fully Paid,
0,689,10,96910,1639.38,21,30.60730203,13,0,16479,40290,0,0,Fully Paid,
0,701,0.5,29189,647.01,14.6,15,7,1,5464,9654,1,0,Fully Paid,
0,736,5,89064,1246.9,23.9,14,18,0,28031,63420,0,0,Fully Paid,
0,728,1,82851,378.35,14.5,40.84449791,10,1,8434,16157,1,0,Fully Paid,
0,741,10,60516,1461.46,26,36.17877727,11,0,23614,51448,0,0,Fully Paid,
0,732,10,224710,2958.68,21,43,19,0,14311,41968,0,0,Fully Paid,
0,739,10,68135,1232.1,14.3,42.87731765,19,1,13284,27054,1,0,Fully Paid,
0,730,6,79739,1368.86,27,33.74665114,14,0,33329,97453,0,0,Fully Paid,
0,741,1,49940,326.69,20.1,36.12254883,6,0,10473,13376,0,0,Fully Paid,
0,702,1,93623,104.54,17.2,15,9,0,1953,39065,0,0,Fully Paid,
0,725,5,29517,410.78,20,62,8,0,8278,36627,0,0,Fully Paid,
0,743,0.5,65878,458.4,30,34.25963624,7,0,18908,30301,0,0,Fully Paid,
0,745,2,69706,494.91,18.6,35.1052968,9,0,8610,15347,0,0,Fully Paid,
0,748,5,28126,210.01,18.7,37.84032301,8,0,11511,37012,0,0,Fully Paid,
0,659,3,69293,1478.25,14.5,13,17,0,7122,13966,0,0,Fully Paid,
0,743,10,70011,688.44,25.3,34.10831996,13,0,13018,24196,0,0,Fully Paid,
0,735,5,41303,505.97,9,37.51640756,9,0,7455,30678,0,0,Fully Paid,
0,747,8,114471,1030.24,26.6,32.19180971,11,0,16727,44605,0,0,Fully Paid,
0,720,1,57054,1136.33,16.1,34.19343908,19,0,14183,20919,0,0,Fully Paid,
0,706,3,38807,572.4,13.5,33.64862737,23,0,20445,65113,0,0,Fully Paid,
0,739,5,84412,1034.04,23.8,34.04238013,7,0,8196,37255,0,0,Fully Paid,
0,749,6,76568,261.61,11.1,82,15,0,11598,48126,0,0,Fully Paid,
0,735,10,55033,227.02,25.5,41.54044006,9,1,4171,24533,1,0,Fully Paid,
0,740,3,102370,1160.19,15.2,39.84987804,20,1,4994,44988,1,0,Fully Paid,
0,746,1,115603,1355.45,26.5,33.62610794,7,0,33648,41034,0,0,Fully Paid,
0,747,6,63119,634.35,19.7,36.13788298,7,0,10366,18576,0,0,Fully Paid,
0,743,1,45140,183.57,19.7,0,6,0,12464,13231,-0.006273025,0,Fully Paid,
0,742,10,152419,1587.69,23.8,59,13,0,14139,28973,0,0,Fully Paid,
0,746,6,162336,1301.4,22.8,29.99743423,7,0,4713,21920,0,0,Fully Paid,
0,740,6,43029,199.01,8.8,37.61070538,8,0,8210,12710,0,0,Fully Paid,
0,698,4,69734,651.44,10.5,33.49017242,10,0,19670,35188,0,0,Fully Paid,
0,686,7,122592,1103.33,15.4,14,16,0,19113,30828,0,0,Fully Paid,
0,720,3,29586,305.72,26.5,74,8,0,3011,16275,0,0,Fully Paid,
0,736,8,36033,194.88,19.6,37.00273096,3,0,7476,10727,0,0,Fully Paid,
0,714,2,34762,498.26,12.8,36.23229537,5,0,1907,3973,0,0,Fully Paid,
0,720,7,73425,1327.77,19.1,33.45074688,20,0,25531,45920,0,0,Fully Paid,
0,743,4,59706,592.08,12.9,70,15,0,9589,18404,0,0,Fully Paid,
0,674,10,104664,2180.5,41,31,17,0,24156,29245,0,0,Fully Paid,
0,717,1,31626,440.12,14.5,14,10,0,5075,13753,0,0,Fully Paid,
0,737,10,44798,309.48,14.3,37.53866555,3,0,9857,13844,0,0,Fully Paid,
0,718,10,118764,3117.56,26.4,33.57153015,12,0,39023,53456,0,0,Fully Paid,
0,730,3,187587,3501.63,24.8,30.12704057,11,0,23967,36872,0,0,Fully Paid,
0,729,10,117216,480.59,33,29,10,0,12719,24696,0,0,Fully Paid,
0,739,10,80808,882.15,17.5,33.79318487,19,0,17813,50895,0,0,Fully Paid,
0,704,10,52168,830.34,13.9,34.72895076,8,0,7498,14282,0,0,Fully Paid,
0,739,4,82765,737.99,50.4,55,11,3,10769,21283,1,0,Fully Paid,
0,745,4,64753,261.17,21.5,26,4,2,11074,12952,0,0,Fully Paid,
0,719,5,112442,1124.42,15.4,70,8,1,23210,35763,0,1,Fully Paid,
0,737,10,71620,300.21,22.5,16,9,0,2231,5794,0,0,Fully Paid,
0,718,1,74528,211.79,7.7,33.20973045,14,0,7350,38085,0,0,Fully Paid,
0,710,1,85831,1559.27,16.2,33.04697717,15,0,21968,49814,0,0,Fully Paid,
0,696,3,29256,526.61,10.6,43.19628618,5,1,1667,5847,1,0,Fully Paid,
0,748,10,64052,571.13,22.4,35.35991179,12,0,17133,37656,0,0,Fully Paid,
0,640,10,83241,1685.62,14.8,27,9,0,27090,30167,0,0,Fully Paid,
0,745,8,84419,543.8,17.3,34.1996978,13,0,13845,33934,0,0,Fully Paid,
0,688,3,51017,697.24,12.7,48.39374311,9,2,7353,19714,2,0,Fully Paid,
0,740,1,83841,600.86,14.8,34.84356159,5,0,3404,4033,0,0,Fully Paid,
0,717,0.5,51428,1289.98,43.4,38.70257552,14,1,6467,11150,1,0,Fully Paid,
0,688,10,62496,1140.55,25.5,32,17,0,25057,35693,0,0,Fully Paid,
0,743,2,146798,753.56,21.5,30.50429537,4,0,3270,7694,0,0,Fully Paid,
0,726,5,72332,940.32,14.6,34.35626438,13,0,11549,36665,0,0,Fully Paid,
0,747,5,32704,711.31,14.1,38.38820562,10,0,7901,17365,0,0,Fully Paid,
0,747,10,40289,607.69,23,14,8,0,6329,24627,0,0,Fully Paid,
0,725,3,39156,250.6,6.3,37.92275967,3,0,10341,14185,0,0,Fully Paid,
0,748,5,47502,773.09,26.5,36.13615935,6,0,167,11125,0,0,Fully Paid,
0,750,3,342020,1467.83,25.1,17.81185998,14,0,6388,39190,0,0,Fully Paid,
0,732,10,68099,188.98,16.6,34.73913519,5,0,4226,5590,0,0,Fully Paid,
0,704,1,65076,1648.59,14.6,33.73485686,17,0,14340,22096,0,0,Fully Paid,
0,751,10,111089,2990.14,39.2,34.38979383,11,0,34666,53006,0,0,Fully Paid,
0,695,6,11175,269.13,7.7,34.47309527,23,0,4138,23116,0,0,Fully Paid,
0,744,2,82009,1995.56,22.1,9,18,0,17931,33705,0,0,Fully Paid,
0,733,7,66626,520.24,21.1,41.20621184,12,1,4420,15085,1,0,Fully Paid,
0,708,0.5,36616,637.73,29.9,33.24032171,10,0,11912,15350,0,0,Fully Paid,
0,742,5,43297,642.23,21.6,7,11,0,3205,17513,0,0,Fully Paid,
0,738,1,53724,483.52,14,36.21105024,9,0,8858,22539,0,0,Fully Paid,
0,742,3,40580,865.7,19.7,31,10,0,4955,22219,0,0,Fully Paid,
0,716,6,40816,322.45,19.8,38,9,0,2983,10503,0.013581195,0,Fully Paid,
0,708,6,97870,1410.96,13.9,32.78386147,15,0,30926,46366,0,0,Fully Paid,
0,719,10,68333,272.19,14.8,34.03477785,7,0,7415,7748,0,0,Fully Paid,
0,653,2,58139,402.13,11.7,30.60411572,8,0,13735,14833,0,0,Fully Paid,
0,679,7,50619,615.86,16.9,25,15,0,2052,3321,0,0,Fully Paid,
0,713,10,53605,1027.42,22.8,27,17,0,11956,19409,0,0,Fully Paid,
0,746,3,59975,1279.47,16.3,15,10,0,9759,31481,0,0,Fully Paid,
0,741,2,187321,2856.65,23.6,11,10,0,22498,23171,0,0,Fully Paid,
0,713,1,27025,115.53,17.7,56,6,0,3953,5631,0,0,Fully Paid,
0,710,10,100844,1310.98,25.4,33,23,0,22904,33983,0,0,Fully Paid,
0,711,3,79304,1123.47,15.6,13,6,0,16011,19915,0,0,Fully Paid,
0,746,10,87108,1676.83,20.7,35.72114199,16,0,38825,100582,0,0,Fully Paid,
0,659,3,65568,20.77,22.4,58,5,0,0,0,0,0,Fully Paid,
0,713,10,39576,679.39,23.8,78,13,0,19634,37976,0,0,Fully Paid,
0,750,10,125825,1142.91,36.1,30.0450166,13,0,9641,25173,0,0,Fully Paid,
0,737,5,51185,306.68,6,37.80850583,4,0,5080,7987,0,0,Fully Paid,
0,717,8,52866,1114.59,10.9,59,10,0,6503,16846,0,0,Fully Paid,
0,744,6,113207,399.06,25.1,31.63382435,6,0,5023,9034,0,0,Fully Paid,
0,733,10,201260,286.8,27.9,24.78553027,8,0,9835,13584,0,0,Fully Paid,
0,728,10,85869,765.66,16.2,34,7,0,3267,5002,0,0,Fully Paid,
0,746,10,127500,2061.26,23.5,43,17,0,27236,51583,0,0,Fully Paid,
0,706,10,118476,1036.67,15,43,12,1,7492,16502,1,0,Fully Paid,
0,734,1,42483,732.83,9.9,36.17647786,18,0,5763,17409,0,0,Fully Paid,
0,744,10,49186,399.63,22.8,73,6,0,15897,17822,0,0,Fully Paid,
0,718,10,92460,1171.16,16.9,33.23672768,14,0,28096,32746,0,0,Fully Paid,
0,743,3,68249,245.13,13.1,35.225198,9,0,1702,3242,0,0,Fully Paid,
0,743,10,87729,1111.23,22.3,34.17662211,14,0,23621,71580,0,0,Fully Paid,
0,712,10,80392,884.31,31.8,38.04409424,11,1,2833,11658,1,0,Fully Paid,
0,732,3,39592,534.49,6,37.86736929,8,0,4400,9109,0,0,Fully Paid,
0,676,10,65039,1398.34,26.5,7,12,0,13309,27441,0,0,Fully Paid,
0,736,7,64721,922.27,16.7,63,8,0,10099,13950,0,0,Fully Paid,
0,732,7,15683,312.36,16.5,37.77245513,9,0,8254,13144,0,0,Fully Paid,
0,743,10,91782,1812.69,23,37.1784668,9,1,40222,65084,0,1,Fully Paid,
0,750,7,141372,700.97,30,1,16,0,11563,88269,0,0,Fully Paid,
0,716,0.5,17240,48.27,10,37.62590567,2,0,1581,3446,0,0,Fully Paid,
0,720,2,55798,1171.75,20.2,60,10,0,19534,38990,0,0,Fully Paid,
0,685,10,103561,1855.46,17.6,19,12,0,31169,36033,0,0,Fully Paid,
0,739,4,53686,952.92,22.8,42,7,0,12185,24224,0,0,Fully Paid,
0,748,1,49945,656.36,12.7,37.04175294,12,0,6255,17090,0,0,Fully Paid,
0,650,7,54272,1388.46,46.3,26.60906444,20,0,36645,59779,0,0,Fully Paid,
0,654,10,91890,2366.17,17,30.79821134,11,0,27944,30111,0,0,Fully Paid,
0,730,5,92701,238.71,14.9,5,8,0,6589,11379,0,0,Fully Paid,
0,727,7,71431,1583.38,26.2,44,10,0,1914,7447,0,0,Fully Paid,
0,742,10,60192,1459.66,17.8,15,11,0,10806,16549,0,0,Fully Paid,
0,745,4,45432,1211.52,14.1,38.30273252,10,0,12995,19599,0,0,Fully Paid,
0,724,7,64984,823.13,22.6,41.39824305,9,1,6460,8085,1,0,Fully Paid,
0,735,8,31837,509.39,16.3,30,17,0,9703,20601,0,0,Fully Paid,
0,626,10,78736,1476.3,30.4,9,12,0,32318,37580,0,0,Fully Paid,
0,644,1,74814,1564.86,9.9,50,13,0,12272,29931,0,0,Fully Paid,
0,668,10,171478,1107.46,39.5,25,12,0,15967,19284,0,0,Fully Paid,
0,737,2,110516,2762.91,18,63,18,0,35379,70056,0,0,Fully Paid,
0,746,10,109546,1296.3,21.9,57,13,0,47450,109079,0,0,Fully Paid,
0,746,10,80144,1302.34,13,36.7240124,13,0,26622,42800,0,0,Fully Paid,
0,744,5,39788,392.91,15.3,36.83404167,13,0,10361,19848,0,0,Fully Paid,
0,744,10,79991,873.24,14.2,45,7,0,8426,17058,0,0,Fully Paid,
0,733,10,54967,989.4,17.5,37.07913462,7,0,23208,32056,0,0,Fully Paid,
0,709,0.5,28842,901.31,30,31,7,0,28068,28787,0,0,Fully Paid,
0,741,10,45932,750.21,22.5,85,8,0,9473,17673,0,0,Fully Paid,
0,742,10,128090,1451.69,17.8,31.42140748,15,0,556,92732,0,0,Fully Paid,
0,735,10,65353,459.66,19.6,20,8,0,7367,18327,0,0,Fully Paid,
0,713,0.5,12740,241,23.6,43.28114379,5,1,3169,4952,1,0,Fully Paid,
0,722,0.5,62044,885.17,10,35.55648882,8,0,2922,4064,0,0,Fully Paid,
0,732,10,102778,1121.99,32.6,30.49328078,17,0,18894,52049,0,0,Fully Paid,
0,738,1,63635,14.84,13.5,39,6,0,61,3033,0,0,Fully Paid,
0,717,5,72007,936.09,16.5,41.41884815,9,1,7371,16984,1,0,Fully Paid,
0,718,6,177282,2629.68,27,4,14,0,23696,54100,0,0,Fully Paid,
0,675,1,178238,1449.66,25.6,41,12,0,147859,213978,0,0,Fully Paid,
0,747,0.5,32621,459.4,15.9,38.68640083,2,0,4676,5738,0,0,Fully Paid,
0,744,3,76733,562.71,20.8,58,12,0,5843,33775,0,0,Fully Paid,
0,737,10,55033,545.75,15.4,18,12,0,7377,18724,0,0,Fully Paid,
0,736,10,37928,372.96,39.4,41.06881393,10,1,8437,12592,1,0,Fully Paid,
0,733,10,53579,1031.4,16.1,106,9,0,4759,10020,0,0,Fully Paid,
0,740,10,69405,408.33,22.4,17,10,0,11665,25470,0,0,Fully Paid,
0,746,9,48765,213.76,17.3,40,17,0,6776,25475,0,0,Fully Paid,
0,737,9,57205,734.13,10.8,37.28882915,7,0,11983,25659,0,0,Fully Paid,
0,732,5,45830,572.87,8,37.3007001,7,0,1747,17474,0,0,Fully Paid,
0,750,3,88148,1065.13,9.8,36.47954107,7,0,8153,34547,0,0,Fully Paid,
0,681,1,45027,791.72,23,44,4,0,1298,1900,0,0,Fully Paid,
0,731,1,85442,1374.19,14.9,77,25,0,11930,13374,0,0,Fully Paid,
0,746,6,83062,1079.81,13,36.08246985,9,0,11087,13091,0,0,Fully Paid,
0,705,9,91791,529.33,14.5,23,4,0,4561,12327,0,0,Fully Paid,
0,731,7,84000,1834,22,35.36730003,17,0,52005,59502,0,0,Fully Paid,
0,728,7,51667,1153.9,30.7,41.76143769,12,1,14296,19371,1,0,Fully Paid,
0,728,1,90567,344.15,17,40.07612255,7,1,1314,13012,1,0,Fully Paid,
0,746,4,75803,155.4,16,35.09610651,7,0,12745,58463,0,0,Fully Paid,
0,743,1,26310,356.72,12.8,38.82042723,3,0,1189,3487,0,0,Fully Paid,
0,712,3,47113,895.15,14.2,77,12,1,7255,10133,1,0,Fully Paid,
0,721,4,46883,832.16,12,27,15,1,9789,17144,0,1,Fully Paid,
0,702,1,80064,1614.62,10.6,34.87240396,14,0,46596,65536,0,0,Fully Paid,
0,715,5,196340,1652.53,12.1,28.43692274,9,0,31365,40841,0,0,Fully Paid,
0,714,7,47059,698.04,12.2,42.95963933,11,1,10286,17346,1,0,Fully Paid,
0,723,0.5,52915,1049.48,30.3,38,27,0,28471,44836,0,0,Fully Paid,
0,723,10,81632,1115.63,18.6,34.23990502,7,0,11958,22952,0,0,Fully Paid,
0,716,5,115679,1127.87,27.7,37.25514946,8,1,2155,2245,1,0,Fully Paid,
0,747,2,110149,836.22,16.6,33.39041994,12,0,19743,57728,0,0,Fully Paid,
0,740,10,88290,1467.83,18.5,35.34075729,8,0,12115,29405,0,0,Fully Paid,
0,745,2,140798,1869.09,28.1,31.70096379,11,0,29195,43771,0,0,Fully Paid,
0,740,3,56375,530.87,7.2,36.90472401,11,0,7924,23239,0,0,Fully Paid,
0,746,10,48436,540.86,15.4,36.8283128,9,0,315,24239,0,0,Fully Paid,
0,747,1,72642,335.37,10.2,36.22183008,8,0,11909,27441,0,0,Fully Paid,
0,702,2,37426,573.87,11.6,7,21,0,11081,15455,0,0,Fully Paid,
0,747,10,57338,654.61,16.6,28,7,0,8194,32517,0,0,Fully Paid,
0,737,6,38312,881.17,17.6,36.84677732,12,0,7867,11502,0,0,Fully Paid,
0,737,9,94144,1576.91,34,32.71239826,10,0,16629,20454,0,0,Fully Paid,
0,727,10,59700,870.63,20.6,9,17,0,10338,18396,0,0,Fully Paid,
0,726,1,121508,802.96,28.3,39,8,0,10443,20927,0,0,Fully Paid,
0,736,10,45630,311.43,15.1,36.35931605,10,0,10521,22291,0,0,Fully Paid,
0,742,3,30546,422.55,11,13,11,0,9110,10794,0,0,Fully Paid,
0,700,0.5,14186,248.25,24.5,50,6,0,6092,8790,0,0,Fully Paid,
0,741,8,56932,293.68,14,36.36388363,8,0,10660,16683,0,0,Fully Paid,
0,749,3,85921,461.11,15.7,35.35175288,12,0,34606,62577,0,0,Fully Paid,
0,711,3,95144,943.52,21.2,3,4,0,3095,4984,0,0,Fully Paid,
0,743,10,97950,1085.61,11.9,43.36504455,8,1,24197,37226,1,0,Fully Paid,
0,746,4,40594,882.24,25.7,68,5,0,13130,21316,0,0,Fully Paid,
0,742,10,87078,740.17,17.7,68,8,0,9509,13008,0,0,Fully Paid,
0,729,10,55699,1118.61,16,36.39864383,7,0,5281,8601,0,0,Fully Paid,
0,743,1,35141,876.46,9.8,38.49532349,10,0,3786,12453,0,0,Fully Paid,
0,747,10,489510,2329.25,24.9,28,27,0,21716,53226,0,0,Fully Paid,
0,621,10,65228,155.46,11.2,22,13,0,5449,22424,0,0,Fully Paid,
0,739,0.5,50341,1098.7,30.7,35.54141776,9,0,20860,26240,0,0,Fully Paid,
0,691,3,88317,927.33,13.2,28,10,0,4286,18318,0,0,Fully Paid,
0,740,1,245275,4414.95,38.5,23,23,0,243903,389622,0,0,Fully Paid,
0,710,0.5,30456,253.8,14.5,47,8,0,9282,16665,0,0,Fully Paid,
0,736,5,36909,719.72,28.3,31,4,0,6237,8229,0,0,Fully Paid,
0,735,6,67208,1921.02,17,60,19,0,30099,62446,0,0,Fully Paid,
0,747,2,121188,1030.1,24.6,70,17,0,6469,18275,0,0,Fully Paid,
0,740,10,37088,126.72,24.7,72,3,0,3969,14755,0,0,Fully Paid,
0,741,10,86266,1466.53,17.2,35.731047,13,0,28402,34427,0,0,Fully Paid,
0,727,0.5,21025,317.12,15.3,37.01254366,7,0,39,13038,0,0,Fully Paid,
0,721,5,39304,379.94,15.4,15,11,0,10970,13904,0,0,Fully Paid,
0,720,3,73215,1098.23,14,36.07851491,7,0,38205,53433,0,0,Fully Paid,
0,747,2,166107,1481.12,43.7,12,17,0,40057,57225,0,0,Fully Paid,
0,706,2,68726,73.88,9.5,33.7771192,2,0,723,785,0,0,Fully Paid,
0,716,10,83793,705.26,18.1,26,15,0,8670,13806,0,0,Fully Paid,
0,750,2,73478,460.46,13.6,35.45046584,10,0,3599,34280,0,0,Fully Paid,
0,735,2,58058,452.37,8,16,12,0,4171,6010,0,0,Fully Paid,
0,678,9,80073,1708.22,28.9,21,20,0,38066,55008,0,0,Fully Paid,
0,739,2,68823,1106.9,18.4,42.61716398,16,1,20745,42423,1,0,Fully Paid,
0,725,2,40864,163.45,16.8,50,7,0,2817,14084,0,0,Fully Paid,
0,748,10,78749,1220.62,16.2,35.93011584,19,0,38641,120752,0,0,Fully Paid,
0,721,10,49701,766.22,30.1,57,9,0,12925,31836,0,0,Fully Paid,
0,717,3,107250,722.15,21.7,11,9,0,12102,14338,0,0,Fully Paid,
0,743,10,40635,561.78,26.6,36.70861745,5,0,12446,17831,0,0,Fully Paid,
0,731,5,71400,1106.7,9.4,15,16,0,9958,17943,0,0,Fully Paid,
0,729,10,71950,681.13,20,35.51399988,4,0,25970,28920,0,0,Fully Paid,
0,745,2,88875,1288.69,15.1,35.61384723,16,0,36675,50937,0,0,Fully Paid,
0,741,2,41341,461.64,9.5,37.77724913,8,0,4566,15855,0,0,Fully Paid,
0,739,8,39800,504.14,18.9,45.10013542,3,1,9660,10444,1,0,Fully Paid,
0,730,1,65033,693.68,23.1,10,15,0,5108,17984,0,0,Fully Paid,
0,728,10,72079,708.78,25.4,10,12,0,3423,7410,0,0,Fully Paid,
0,668,3,21225,67.38,10.4,29,4,0,3087,7421,0,0,Fully Paid,
0,748,0.5,23101,377.32,10.6,39.61957116,4,0,3125,10245,0,0,Fully Paid,
0,611,1,37429,361.82,14.1,28.82721714,6,0,13206,17196,0,0,Fully Paid,
0,718,10,61026,1240.86,14.4,60,13,3,5414,15337,3,0,Fully Paid,
0,730,10,71021,627.35,14.2,57,9,0,24461,28811,0,0,Fully Paid,
0,746,2,65853,779.26,20.7,36.38887001,6,0,19971,28985,0,0,Fully Paid,
0,747,1,48802,1012.63,17,43.52513399,20,1,10052,16866,1,0,Fully Paid,
0,728,7,94832,2576.27,7,36.32037816,13,0,10456,21603,0,0,Fully Paid,
0,694,7,76688,1041.67,20.4,33,15,0,18667,26180,0,0,Fully Paid,
0,727,10,86071,2316.75,17,35.65776254,17,0,35448,46765,0,0,Fully Paid,
0,748,10,144691,765.66,19.7,51,9,0,35722,62450,0,0,Fully Paid,
0,747,4,55722,1281.61,11,37.61468721,14,0,9191,9615,0,0,Fully Paid,
0,700,5,48770,89.81,14.4,34.08283995,3,0,4981,6928,0,0,Fully Paid,
0,743,3,79664,922.78,19.5,60,8,1,6379,8460,1,0,Fully Paid,
0,742,10,45356,695.45,18.8,35,10,0,18610,59456,0,0,Fully Paid,
0,738,9,92756,1167.18,14.4,35.60185631,7,0,21084,21713,0,0,Fully Paid,
0,735,3,88023,1217.66,22.5,33.41555831,10,0,4990,11605,0,0,Fully Paid,
0,743,9,58842,1005.22,7,38.66124778,6,0,12654,20409,0,0,Fully Paid,
0,716,1,30411,380.15,16.5,36.43043661,9,0,26739,34635,0,0,Fully Paid,
0,747,1,100750,49.54,9.6,34.08072572,5,0,728,20812,0,0,Fully Paid,
0,719,2,28734,274.41,18.1,32,3,1,372,798,0,0,Fully Paid,
0,742,7,60918,538.11,19,36.01769945,8,0,16010,24148,0,0,Fully Paid,
0,750,10,125463,1359.18,17,32.5487148,13,0,1539,49635,0,0,Fully Paid,
0,700,1,55205,1064.54,12.6,28,10,0,17088,26411,0,0,Fully Paid,
0,747,4,123313,806.67,15.4,40.22220457,11,1,15068,41855,1,0,Fully Paid,
0,736,5,75945,1142.97,29.8,45,9,0,19004,28535,0,0,Fully Paid,
0,744,3,58284,406.05,10.4,26,6,1,5362,7542,1,0,Fully Paid,
0,745,5,104448,1366.53,10.5,34.90790136,11,0,7087,13004,0,0,Fully Paid,
0,743,8,67274,852.13,15.8,36.83500468,8,0,22577,31314,0,0,Fully Paid,
0,741,2,92644,1320.18,19.5,35,10,0,16624,20753,0,0,Fully Paid,
0,725,10,127688,2660.16,22.4,33.1426152,18,0,52255,73495,0,0,Fully Paid,
0,741,1,167314,3527.54,20,30.67046147,27,0,24618,28928,0,0,Fully Paid,
0,734,3,108296,1434.92,28.2,17,7,0,9804,12165,0,0,Fully Paid,
0,750,3,69278,750.52,27.1,34.28511754,9,0,438,33699,0,0,Fully Paid,
0,692,2,78109,820.14,14,52,19,0,10472,16518,0,0,Fully Paid,
0,710,6,27916,577.16,9.3,37.03997905,6,0,4716,9174,0,0,Fully Paid,
0,737,6,348220,4091.58,25.7,21,19,0,40518,63808,0,0,Fully Paid,
0,728,10,29679,455.08,8.8,38.27519936,5,0,3379,4549,0,0,Fully Paid,
0,750,10,59774,632.6,26.5,34.75519339,17,0,22159,68818,0,0,Fully Paid,
0,703,1,66176,722.42,12.3,31,7,0,6706,7510,0,0,Fully Paid,
0,728,10,55325,1360.06,24.8,43.0781845,8,1,10407,11362,1,0,Fully Paid,
0,726,1,44314,1059.83,27,35.17636743,7,0,6656,7521,0,0,Fully Paid,
0,726,10,50570,1415.96,14.4,2,13,0,16876,32579,0,0,Fully Paid,
0,726,10,59922,1258.36,23.7,35,19,4,14432,34362,0,4,Fully Paid,
0,716,8,67432,1556.56,9.5,36.13399688,12,0,20867,23394,0,0,Fully Paid,
0,689,2,30425,826.55,12,9,6,0,7581,19690,0,0,Fully Paid,
0,734,2,100830,1159.55,15.4,33.13463543,17,0,21742,29743,0,0,Fully Paid,
0,603,9,79166,1477.77,32.2,22,13,0,79080,87866,0,0,Fully Paid,
0,745,10,79532,121.95,20.3,73,9,0,2717,17642,0,0,Fully Paid,
0,743,2,84263,1235.85,16.7,42.42382749,11,1,5940,14312,1,0,Fully Paid,
0,740,10,50670,242.37,26.4,35,9,0,9464,12568,0,0,Fully Paid,
0,748,10,65650,902.69,19.9,72,10,0,15217,47851,0,0,Fully Paid,
0,712,10,50350,763.64,20.4,34.14125581,14,0,20423,26873,0,0,Fully Paid,
0,738,6,70616,297.17,18.9,34.19534501,10,0,9582,42397,0,0,Fully Paid,
0,737,1,35707,687.36,27.1,47,14,1,4281,22770,1,0,Fully Paid,
0,739,10,68558,1405.44,26.4,34.59958603,12,0,7108,25845,0,0,Fully Paid,
0,740,1,47899,318.13,18.6,36.73812733,3,0,10598,36670,0,0,Fully Paid,
0,732,3,80450,918.48,15.3,35.0233161,5,0,6766,15882,0,0,Fully Paid,
0,684,10,41804,1177.47,22,66,9,0,4797,8299,0,0,Fully Paid,
0,681,5,33317,347.05,29,31.01105381,12,0,9119,17044,0,0,Fully Paid,
0,706,1,111733,860.34,18.4,22,5,0,5672,10370,0,0,Fully Paid,
0,725,1,66195,1792.77,16.5,14,13,0,23798,27866,0,0,Fully Paid,
0,743,7,91242,1634.76,21.4,6,17,0,30342,72073,0,0,Fully Paid,
0,748,3,83488,1307.98,20.4,3,5,0,35027,37542,0,0,Fully Paid,
0,697,10,46031,327.21,13.5,3,10,0,14519,73701,0,0,Fully Paid,
0,747,3,53746,694.22,15.4,36.95778798,12,0,18808,40710,0,0,Fully Paid,
0,735,4,34115,378.11,20.9,45,7,0,18081,52561,0,0,Fully Paid,
0,725,6,35420,764.49,15.2,62,13,1,3563,10830,0,1,Fully Paid,
0,738,5,26826,391.22,15.8,37.78041838,7,0,5614,19838,0,0,Fully Paid,
0,747,5,143122,1240.39,13.9,83,7,0,9777,20847,0,0,Fully Paid,
0,719,1,110077,1330.1,15,15,4,4,5287,5907,1,3,Fully Paid,
0,735,6,44496,1090.15,11.6,37.49262882,16,0,23109,28565,0,0,Fully Paid,
0,735,10,62862,498.71,35.3,55,13,2,5592,12262,2,0,Fully Paid,
0,744,7,101110,1331.29,18.5,35,12,0,8114,15368,0,0,Fully Paid,
0,738,1,39056,1031.73,17.3,37.41269674,10,0,11676,19331,0,0,Fully Paid,
0,747,1,28431,246.41,12,37.29695618,16,0,6537,38911,0,0,Fully Paid,
0,737,5,35032,359.07,10.2,37.95159829,9,0,12442,13733,0,0,Fully Paid,
0,748,3,77259,824.1,17.3,35.22503567,10,0,6901,32097,0,0,Fully Paid,
